Question                                                                                            , Reponse                                                                                                                                                                                                   , Categorie                                                                                           , SousTheme                                                          , Source
Y a-t-il des frais de dossier pour l'inscription ?                                                  , Oui                                                                                                                                                                                                       , des frais de dossier de 25 000 FCFA sont exigés lors de l'inscription définitive.                   , Inscriptions et Admissions                                         , Frais formation                                                                       , À vérifier
Les frais de scolarité sont-ils remboursables en cas d'abandon ?                                    , Non                                                                                                                                                                                                       , les frais de scolarité ne sont pas remboursables.                                                   , Inscriptions et Admissions                                         , Frais de scolarité                                                                    , À vérifier
Comment obtenir une équivalence de diplôme étranger ?                                               , Les procédures d'équivalence pour étudiants étrangers sont à vérifier auprès de l'administration.                                                                                                         , Inscriptions et Admissions                                                                          , Équivalences                                                       , À vérifier
Les étudiants étrangers peuvent-ils s'inscrire à SUP'PTIC ?                                         , Oui                                                                                                                                                                                                       , SUP'PTIC accueille des étudiants de diverses nationalités étrangères.                               , Inscriptions et Admissions                                         , Étudiants étrangers                                                                   , https://e-supptic.cm/a-propos-de-nous/
Quelles sont les démarches pour un étudiant étranger ?                                              , Les procédures spécifiques pour étudiants étrangers incluent visa équivalences et inscription.                                                                                                            , Inscriptions et Admissions                                                                          , Étudiants étrangers                                                , À vérifier
Faut-il un visa pour étudier à SUP'PTIC ?                                                           , Oui                                                                                                                                                                                                       , les étudiants étrangers doivent obtenir un visa étudiant pour le Cameroun.                          , Inscriptions et Admissions                                         , Visa                                                                                  , À vérifier
Comment obtenir un visa étudiant pour le Cameroun ?                                                 , Les démarches de visa sont à effectuer auprès de l'ambassade du Cameroun dans le pays d'origine.                                                                                                          , Inscriptions et Admissions                                                                          , Visa                                                               , À vérifier
Y a-t-il un quota pour les étudiants étrangers ?                                                    , Les quotas éventuels sont à vérifier auprès de l'administration.                                                                                                                                          , Inscriptions et Admissions                                                                          , Étudiants étrangers                                                , À vérifier
Comment se réorienter à SUP'PTIC ?                                                                  , Les procédures de réorientation entre filières sont soumises à conditions spécifiques.                                                                                                                    , Inscriptions et Admissions                                                                          , Réorientation                                                      , À vérifier
Peut-on reprendre ses études après une interruption ?                                               , Oui                                                                                                                                                                                                       , des procédures existent pour les reprises d'études après interruption.                              , Inscriptions et Admissions                                         , Reprise d'études                                                                      , À vérifier
Comment se réinscrire après une année de césure ?                                                   , Les modalités de réinscription sont à vérifier auprès du service de scolarité.                                                                                                                            , Inscriptions et Admissions                                                                          , Réinscription                                                      , À vérifier
Y a-t-il des aménagements pour les étudiants en situation de handicap ?                             , Les aménagements possibles sont à vérifier auprès de l'administration.                                                                                                                                    , Inscriptions et Admissions                                                                          , Handicap                                                           , À vérifier
Comment signaler un handicap à l'inscription ?                                                      , Il est recommandé de signaler tout handicap lors de l'inscription pour bénéficier d'aménagements.                                                                                                         , Inscriptions et Admissions                                                                          , Handicap                                                           , À vérifier
Peut-on accéder au Master d'ingénierie avec une Licence non technique ?                             , Non il faut avoir une Licence ou Master 1 scientifique ou un diplôme d'Ingénieur des Travaux.                                                                                                             , Inscriptions et Admissions                                                                          , Conditions admission Master                                        , https://e-supptic.cm/ingenieur-des-telecommunications/
Peut-on accéder au Master management avec un diplôme d'ingénierie ?                                 , Cela dépend des conditions spécifiques mais généralement toutes Licences sont acceptées pour le Master management.                                                                                        , Inscriptions et Admissions                                                                          , Conditions admission Master                                        , https://e-supptic.cm/second-cycle-yaounde/
Un diplôme d'Agent Technique permet-il d'accéder à la formation de Technicien ?                     , Oui un diplôme d'Agent Technique des Télécommunications permet d'accéder à la formation de Technicien.                                                                                                    , Inscriptions et Admissions                                                                          , Passerelles                                                        , https://e-supptic.cm/agents-techniques-techniciens-des-telecommunications/
Un diplôme d'ITT permet-il d'accéder directement au Master d'ingénierie ?                           , Oui un diplôme d'Ingénieur des Travaux permet d'accéder au cycle Master pour devenir Ingénieur des Télécommunications.                                                                                    , Inscriptions et Admissions                                                                          , Passerelles                                                        , https://e-supptic.cm/ingenieur-des-telecommunications/
Peut-on commencer à Buea et finir à Yaoundé ?                                                       , Les possibilités de transfert entre campus dépendent des conditions spécifiques à vérifier auprès de l'administration.                                                                                    , Inscriptions et Admissions                                                                          , Transferts                                                         , À vérifier
Y a-t-il des échanges entre les campus de Yaoundé et Buea ?                                         , Les détails sur les échanges inter-campus doivent être vérifiés auprès de l'administration.                                                                                                               , Inscriptions et Admissions                                                                          , Transferts                                                         , À vérifier
Quel niveau d'anglais est requis pour intégrer SUP'PTIC ?                                           , Pour le campus de Buea l'anglais est la langue d'enseignement. Pour Yaoundé un renforcement des capacités linguistiques est proposé.                                                                      , Inscriptions et Admissions                                                                          , Langues                                                            , https://e-supptic.cm/
Peut-on faire un double diplôme à SUP'PTIC ?                                                        , Les possibilités de double diplôme sont à vérifier auprès de l'administration.                                                                                                                            , Inscriptions et Admissions                                                                          , Double diplôme                                                     , À vérifier
Comment choisir sa filière à SUP'PTIC ?                                                             , Il est recommandé de participer aux journées portes ouvertes et de consulter les responsables pédagogiques.                                                                                               , Inscriptions et Admissions                                                                          , Orientation et choix de filière                                    , À vérifier
SUP'PTIC organise-t-elle des tests d'orientation ?                                                  , Oui                                                                                                                                                                                                       , des tests d'orientation peuvent être organisés pour aider les étudiants dans leur choix.            , Inscriptions et Admissions                                         , Orientation et choix de filière                                                       , À vérifier
Quelle est la procédure d'inscription définitive après admission ?                                  , Présenter les originaux des documents                                                                                                                                                                     , payer les frais de scolarité et compléter le dossier administratif.                                 , Inscriptions et Admissions                                         , Procédure d'admission                                                                 , https://e-supptic.cm/
Quel est le délai pour confirmer son inscription après admission ?                                  , Le délai est généralement de 15 jours après la publication des résultats.                                                                                                                                 , Inscriptions et Admissions                                                                          , Procédure d'admission                                              , https://e-supptic.cm/
Peut-on déposer son dossier d'inscription par courrier ?                                            , Non                                                                                                                                                                                                       , le dépôt physique des dossiers est requis pour vérification des originaux.                          , Inscriptions et Admissions                                         , Procédure d'admission                                                                 , https://e-supptic.cm/
Y a-t-il une pré-rentrée pour les nouveaux étudiants ?                                              , Oui                                                                                                                                                                                                       , une semaine de pré-rentrée est organisée pour les nouveaux étudiants.                               , Inscriptions et Admissions                                         , Procédure d'admission                                                                 , https://e-supptic.cm/
Quand a lieu la rentrée académique à SUP'PTIC ?                                                     , La rentrée académique a généralement lieu en octobre.                                                                                                                                                     , Examens et Évaluations                                                                              , Calendrier                                                         , https://e-supptic.cm/
Quand ont lieu les examens ?                                                                        , Le calendrier des examens est établi chaque semestre et communiqué aux étudiants.                                                                                                                         , Examens et Évaluations                                                                              , Calendrier                                                         , À vérifier
Quel est le système de notation à SUP'PTIC ?                                                        , SUP'PTIC utilise le système de crédits conforme au système LMD.                                                                                                                                           , Examens et Évaluations                                                                              , Système de notation                                                , https://e-supptic.cm/a-propos-de-nous/
Quelle est la moyenne requise pour valider un semestre ?                                            , Les modalités de validation sont conformes au système LMD et à vérifier dans le règlement académique.                                                                                                     , Examens et Évaluations                                                                              , Validation                                                         , À vérifier
Y a-t-il des examens de rattrapage ?                                                                , Oui                                                                                                                                                                                                       , des sessions de rattrapage sont organisées selon les conditions prévues par le règlement.           , Examens et Évaluations                                             , Rattrapages                                                                           , À vérifier
Combien de fois peut-on redoubler ?                                                                 , Les règles de redoublement sont définies par le règlement académique de l'établissement.                                                                                                                  , Examens et Évaluations                                                                              , Redoublement                                                       , À vérifier
Les examens sont-ils tous écrits ?                                                                  , Les examens peuvent être écrits oraux ou pratiques selon les matières.                                                                                                                                    , Examens et Évaluations                                                                              , Modalités d'examen                                                 , À vérifier
Y a-t-il des examens en ligne ?                                                                     , Les modalités d'examen incluent potentiellement des évaluations en ligne pour certaines formations.                                                                                                       , Examens et Évaluations                                                                              , Examens en ligne                                                   , À vérifier
Comment se préparer aux examens de SUP'PTIC ?                                                       , Par un travail régulier la participation aux TD et TP et l'utilisation des ressources pédagogiques disponibles.                                                                                           , Examens et Évaluations                                                                              , Préparation                                                        , À vérifier
Y a-t-il des annales d'examens disponibles ?                                                        , Les ressources pédagogiques incluent potentiellement des annales à vérifier auprès des enseignants.                                                                                                       , Examens et Évaluations                                                                              , Ressources                                                         , À vérifier
Y a-t-il des soutenances de projets de fin d'études ?                                               , Oui                                                                                                                                                                                                       , les étudiants ITT et IPT soutiennent leurs projets de fin d'études en fin de cycle.                 , Examens et Évaluations                                             , Soutenances                                                                           , https://e-supptic.cm/
Comment se déroule la soutenance de stage ?                                                         , La soutenance se fait devant un jury selon les modalités définies.                                                                                                                                        , Examens et Évaluations                                                                              , Soutenances                                                        , À vérifier
Qui compose le jury de soutenance ?                                                                 , Le jury est composé d'enseignants et parfois de professionnels.                                                                                                                                           , Examens et Évaluations                                                                              , Jury                                                               , À vérifier
Combien de temps dure une soutenance ?                                                              , La durée varie généralement entre 20 et 45 minutes selon le niveau.                                                                                                                                       , Examens et Évaluations                                                                              , Soutenances                                                        , À vérifier
Comment se préparer à une soutenance ?                                                              , Par la maîtrise du sujet la préparation d'une présentation claire et l'anticipation des questions.                                                                                                        , Examens et Évaluations                                                                              , Préparation soutenance                                             , À vérifier
Peut-on refaire une soutenance en cas d'échec ?                                                     , Les modalités de reprise sont définies par le règlement académique.                                                                                                                                       , Examens et Évaluations                                                                              , Soutenances                                                        , À vérifier
Comment consulter ses notes ?                                                                       , Les modalités de consultation des notes sont à vérifier auprès du service de scolarité.                                                                                                                   , Examens et Évaluations                                                                              , Publication des résultats                                          , À vérifier
Peut-on contester une note ?                                                                        , Les procédures de contestation des notes sont prévues par le règlement académique.                                                                                                                        , Examens et Évaluations                                                                              , Contestations                                                      , À vérifier
Quelles sont les sanctions en cas de fraude aux examens ?                                           , Les fraudes et sanctions sont régies par le règlement intérieur de l'établissement.                                                                                                                       , Examens et Évaluations                                                                              , Fraude et sanctions                                                , À vérifier
Y a-t-il des aménagements d'examens pour handicap ?                                                 , Des aménagements d'examens peuvent être accordés selon les cas.                                                                                                                                           , Examens et Évaluations                                                                              , Aménagements                                                       , À vérifier
Comment sont organisés les examens pratiques ?                                                      , Les examens pratiques se déroulent en laboratoire avec des équipements spécifiques.                                                                                                                       , Examens et Évaluations                                                                              , Modalités d'examen                                                 , À vérifier
Quel est le coefficient des matières principales ?                                                  , Les coefficients varient selon les filières et sont précisés dans les maquettes pédagogiques.                                                                                                             , Examens et Évaluations                                                                              , Système de notation                                                , À vérifier
Y a-t-il des partiels en milieu de semestre ?                                                       , Oui                                                                                                                                                                                                       , des évaluations partielles sont organisées en milieu de semestre.                                   , Examens et Évaluations                                             , Calendrier                                                                            , À vérifier
Comment sont notés les stages ?                                                                     , Les stages sont notés sur la base du rapport de stage                                                                                                                                                     , de la fiche d'évaluation du maître de stage et de la soutenance.                                    , Examens et Évaluations                                             , Modalités d'examen                                                                    , À vérifier
Quelle est la note minimale pour valider un module ?                                                , La note minimale est généralement 10/20 mais peut varier selon les modules.                                                                                                                               , Examens et Évaluations                                                                              , Validation                                                         , À vérifier
Peut-on être exempté de certains modules ?                                                          , Oui                                                                                                                                                                                                       , sur la base d'équivalences accordées par la commission pédagogique.                                 , Examens et Évaluations                                             , Rattrapages                                                                           , À vérifier
Comment sont gérés les absences aux examens ?                                                       , Les absences non justifiées entraînent la note zéro                                                                                                                                                       , les absences justifiées permettent une session de rattrapage.                                       , Examens et Évaluations                                             , Fraude et sanctions                                                                   , À vérifier
Y a-t-il un système de compensation entre modules ?                                                 , Oui                                                                                                                                                                                                       , le système de compensation est défini dans le règlement des études.                                 , Examens et Évaluations                                             , Validation                                                                            , À vérifier
Quand sont publiés les résultats semestriels ?                                                      , Les résultats sont publiés dans les 3 semaines suivant la fin des examens.                                                                                                                                , Examens et Évaluations                                                                              , Publication des résultats                                          , À vérifier
Comment obtenir un relevé de notes officiel ?                                                       , Les relevés de notes sont disponibles auprès du service de scolarité.                                                                                                                                     , Examens et Évaluations                                                                              , Publication des résultats                                          , À vérifier
Peut-on demander une copie de son examen ?                                                          , Oui                                                                                                                                                                                                       , la consultation des copies est possible selon des modalités définies.                               , Examens et Évaluations                                             , Contestations                                                                         , À vérifier
Comment fonctionne le système de crédits ECTS ?                                                     , Un semestre correspond à 30 crédits ECTS                                                                                                                                                                  , répartis entre les différentes unités d'enseignement.                                               , Examens et Évaluations                                             , Système de notation                                                                   , https://e-supptic.cm/a-propos-de-nous/
Quel est le volume horaire par crédit ECTS ?                                                        , Un crédit ECTS correspond à 25 à 30 heures de travail étudiant.                                                                                                                                           , Examens et Évaluations                                                                              , Système de notation                                                , https://e-supptic.cm/a-propos-de-nous/
Comment se déroule l'examen de fin de cycle ITT ?                                                   , Un projet de fin d'études et une soutenance devant un jury.                                                                                                                                               , Examens et Évaluations                                                                              , Soutenances                                                        , https://e-supptic.cm/ingenieur-des-travaux-de-telecommunications/
Comment se déroule l'examen de fin de cycle IPT ?                                                   , Un projet de fin d'études et une soutenance devant un jury.                                                                                                                                               , Examens et Évaluations                                                                              , Soutenances                                                        , https://e-supptic.cm/premier-cycle-yaounde/
Y a-t-il des prix pour les meilleurs projets ?                                                      , Les informations sur les distinctions académiques sont à vérifier.                                                                                                                                        , Examens et Évaluations                                                                              , Distinctions                                                       , À vérifier
Comment est organisée la surveillance des examens ?                                                 , Par des enseignants et du personnel administratif formé.                                                                                                                                                  , Examens et Évaluations                                                                              , Modalités d'examen                                                 , À vérifier
Quels sont les outils utilisés pour les examens en ligne ?                                          , La plateforme Moodle et d'autres outils spécifiques selon les formations.                                                                                                                                 , Examens et Évaluations                                                                              , Examens en ligne                                                   , À vérifier
Comment gérer le stress avant les examens ?                                                         , Des séances de coaching et des conseils sont proposés par le service d'accompagnement.                                                                                                                    , Examens et Évaluations                                                                              , Préparation                                                        , À vérifier
Y a-t-il une bibliothèque de sujets d'examens ?                                                     , Oui                                                                                                                                                                                                       , une banque de sujets est accessible aux étudiants en ligne.                                         , Examens et Évaluations                                             , Ressources                                                                            , À vérifier
Comment sont élaborés les sujets d'examen ?                                                         , Par les enseignants responsables des modules                                                                                                                                                              , validés par les responsables pédagogiques.                                                          , Examens et Évaluations                                             , Modalités d'examen                                                                    , À vérifier
Quelle est la procédure en cas de problème technique pendant un examen en ligne ?                   , Un protocole spécifique est prévu pour les cas de force majeure.                                                                                                                                          , Examens et Évaluations                                                                              , Examens en ligne                                                   , À vérifier
Y a-t-il des clubs et associations à SUP'PTIC ?                                                     , Les informations sur les clubs et associations sont à vérifier auprès des services étudiants.                                                                                                             , Vie Étudiante                                                                                       , Clubs et associations                                              , À vérifier
Comment créer une association étudiante ?                                                           , Les procédures de création d'association sont à vérifier auprès de l'administration.                                                                                                                      , Vie Étudiante                                                                                       , Associations                                                       , À vérifier
Y a-t-il une résidence universitaire à SUP'PTIC ?                                                   , Les informations sur le logement étudiant sont à vérifier auprès de l'administration.                                                                                                                     , Vie Étudiante                                                                                       , Logement                                                           , À vérifier
Comment trouver un logement près de SUP'PTIC ?                                                      , Il est recommandé de se renseigner auprès de l'administration ou des associations étudiantes.                                                                                                             , Vie Étudiante                                                                                       , Logement                                                           , À vérifier
Y a-t-il une cantine sur le campus ?                                                                , Les informations sur les services de restauration sont à vérifier auprès de l'administration.                                                                                                             , Vie Étudiante                                                                                       , Restauration                                                       , À vérifier
Quel est le coût d'un repas à la cantine ?                                                          , Les tarifs de la cantine sont à vérifier auprès du service concerné.                                                                                                                                      , Vie Étudiante                                                                                       , Restauration                                                       , À vérifier
Quelles activités sportives sont disponibles à SUP'PTIC ?                                           , SUP'PTIC dispose d'aires de jeux pour le développement du sport.                                                                                                                                          , Vie Étudiante                                                                                       , Activités sportives                                                , https://e-supptic.cm/nos-plus/
Y a-t-il des équipes sportives ?                                                                    , Les informations sur les équipes et compétitions sportives sont à vérifier.                                                                                                                               , Vie Étudiante                                                                                       , Sport                                                              , À vérifier
Peut-on pratiquer du sport à SUP'PTIC ?                                                             , Oui SUP'PTIC dispose d'aires de jeux pour le développement du sport.                                                                                                                                      , Vie Étudiante                                                                                       , Sport                                                              , https://e-supptic.cm/nos-plus/
Y a-t-il une infirmerie sur le campus ?                                                             , Les informations sur les services de santé disponibles sont à vérifier auprès de l'administration.                                                                                                        , Vie Étudiante                                                                                       , Santé                                                              , À vérifier
SUP'PTIC a-t-elle une mutuelle étudiante ?                                                          , Les informations sur l'accompagnement santé et les mutuelles sont à vérifier.                                                                                                                             , Vie Étudiante                                                                                       , Santé                                                              , À vérifier
Y a-t-il un service d'orientation psychologique ?                                                   , Les services d'accompagnement disponibles sont à vérifier auprès de l'administration.                                                                                                                     , Vie Étudiante                                                                                       , Accompagnement                                                     , À vérifier
Comment se déroule l'accueil des nouveaux étudiants ?                                               , SUP'PTIC organise une cérémonie d'accueil conviviale pour les nouveaux étudiants en début d'année académique.                                                                                             , Vie Étudiante                                                                                       , Accueil étudiants                                                  , https://e-supptic.cm/
SUP'PTIC organise-t-elle des événements culturels ?                                                 , Oui SUP'PTIC organise et accueille des événements comme le Festival Universitaire des Arts et de la Culture (UNIFAC).                                                                                     , Vie Étudiante                                                                                       , Événements culturels                                               , https://e-supptic.cm/
Qu'est-ce que l'UNIFAC ?                                                                            , L'UNIFAC est le Festival Universitaire des Arts et de la Culture organisé par le MINESUP dont SUP'PTIC a accueilli la 11e édition.                                                                        , Vie Étudiante                                                                                       , Événements culturels                                               , https://e-supptic.cm/
Y a-t-il une remise officielle des diplômes ?                                                       , Oui SUP'PTIC organise une remise officielle des parchemins aux lauréats.                                                                                                                                  , Vie Étudiante                                                                                       , Cérémonies officielles                                             , https://e-supptic.cm/
SUP'PTIC organise-t-elle des conférences ?                                                          , Oui SUP'PTIC organise des événements académiques conférences et ateliers.                                                                                                                                 , Vie Étudiante                                                                                       , Événements académiques                                             , À vérifier
Comment participer aux événements de SUP'PTIC ?                                                     , Les informations sur les événements sont communiquées via les canaux officiels de l'école.                                                                                                                , Vie Étudiante                                                                                       , Événements académiques                                             , À vérifier
